"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS","status"
"","NPBNKF","NEUROPATH","NACC Neuropathology Data Form","f. Banked postmortem blood or serum","dropdown","-4","0=0 No; 1=1 Yes; 9=9 Missing/unknown","",""
"","NPBNKG","NEUROPATH","NACC Neuropathology Data Form","g. Banked DNA","dropdown","-4","0=0 No; 1=1 Yes; 9=9 Missing/unknown","",""
"","NPFAUT","NEUROPATH","NACC Neuropathology Data Form","h. Full autopsy performed?","dropdown","-4","0=0 No; 1=1 Yes; 9=9 Missing/unknown","",""
"","NPFAUT1","NEUROPATH","NACC Neuropathology Data Form","If full autopsy, first major finding","text","-4","","",""
"","GLOBAL.SPEC.ID","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","-4","-4","-4","-4","-4",""
"","NPFAUT2","NEUROPATH","NACC Neuropathology Data Form","If full autopsy, second major finding","text","-4","","",""
"","GLN","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Glutamine","-4","-4","","mmol/l",""
"","NPFAUT3","NEUROPATH","NACC Neuropathology Data Form","If full autopsy, third major finding","text","-4","","",""
"","NPFAUT4","NEUROPATH","NACC Neuropathology Data Form","If full autopsy, fourth major finding","text","-4","","",""
"","GLC","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Glucose","-4","-4","","mmol/l",""
"","NPFIX","NEUROPATH","NACC Neuropathology Data Form","8. Fixative ","dropdown","-4","1=1 Formalin; 2=2 Paraformaldehyde; 7=7 Other (Specify)","",""
"","NPFIXX","NEUROPATH","NACC Neuropathology Data Form","Specify:","text","-4","","",""
"","NPFORMDATE","NEUROPATH","NACC Neuropathology Data Form","Date form completed (MM/DD/YYYY)","text","","","","Archived"
"","NPFORMVER","NEUROPATH","NACC Neuropathology Data Form","NP form version","N","-4","1,7,8,9, 10","-4","Archived"
"","NPFTDT10","NEUROPATH","NACC Neuropathology Data Form","b10. Other 3R + 4F tauopathy (Includes unclassifiable, focal, glial only, MAPT mutation tauopathy, NOS)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPFTDT2","NEUROPATH","NACC Neuropathology Data Form","b2. Other 3R tauopathy (Includes MAPT mutation tauopathy)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","FREEC","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Free cholesterol","-4","-4","","mmol/l",""
"","NPFTDT5","NEUROPATH","NACC Neuropathology Data Form","b5. Argyrophilic grains","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPFTDT6","NEUROPATH","NACC Neuropathology Data Form","b6. Other 4R tauopathy (Includes sporadic multiple systems tauopathy, globular glial tauopathy, MAPT mutation tauopathy)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPFTDT7","NEUROPATH","NACC Neuropathology Data Form","b7. Chronic traumatic encephalopathy","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","FAW6.FA","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Ratio of omega-6 fatty acids to total fatty acids","-4","-4","","%",""
"","NPFTDT8","NEUROPATH","NACC Neuropathology Data Form","b8. Amyotrophic lateral sclerosis (ALS)/Parkinsonism-dementia complex of Guam","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPFTDT9","NEUROPATH","NACC Neuropathology Data Form","b9. Tangle dominant disease","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPFTDTAU","NEUROPATH","NACC Neuropathology Data Form","a. FTLD with tau pathology (FTLD-tau) or other tauopathy (Check One)","dropdown","-4","0=0 No (SKIP TO QUESTION 17c); 1=1 Yes (COMPLETE QUESTIONS 17b1-17b10); 8=8 Not assessed (SKIP TO QUESTION 17c); 9=9 Missing/unknown (SKIP TO QUESTION 17c)","",""
"","NPFTDTDP","NEUROPATH","NACC Neuropathology Data Form","c. FTLD with TDP-43 pathology (FTLD-TDP)? (Check One)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPGRCCA","NEUROPATH","NACC Neuropathology Data Form","c1. Cerebral cortex atrophy","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPGRHA","NEUROPATH","NACC Neuropathology Data Form","c3. Hippocampus atrophy","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","FAW6","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Omega-6 fatty acids","-4","-4","","mmol/l",""
"","NPGRLA","NEUROPATH","NACC Neuropathology Data Form","c2. Lobar atrophy (significant frontal and/or temporal atrophy)","dropdown","-4","0=0 None; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPGRLCH","NEUROPATH","NACC Neuropathology Data Form","c5. L. ceruleus hypopigmentation","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPGRSNH","NEUROPATH","NACC Neuropathology Data Form","c4. Substantia nigra hypopigmentation","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 Severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPHEMO","NEUROPATH","NACC Neuropathology Data Form","b. Were single or multiple old hemorrhages observed grossly?","dropdown","-4","0=0 No (SKIP TO QUESTION 12c); 1=1 Yes (COMPLETE QUESTIONS 12b1-12b3); 8=8 Not assessed (SKIP TO QUESTION 12c); 9=9 Missing/unknown (SKIP TO QUESTION 12c)","",""
"","NPHEMO1","NEUROPATH","NACC Neuropathology Data Form","b1. Subdural or epidural hemorrhage","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPHEMO2","NEUROPATH","NACC Neuropathology Data Form","b2. Primary parenchymal hemorrhage Include those >5mm. If ?5mm, include as microbleed; see Question 12d.","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPHEMO3","NEUROPATH","NACC Neuropathology Data Form","b3. Secondary parenchymal hemorrhage (e.g., tumor, vascular malformation)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPHIPSCL","NEUROPATH","NACC Neuropathology Data Form","Hippocampal sclerosis (CA1 and/or subiculum)","dropdown","-4","0=0 None; 1=1 Unilateral; 2=2 Bilateral; 3=3 Present but laterality not assessed; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","FAW3.FA","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Ratio of omega-3 fatty acids to total fatty acids","-4","-4","","%",""
"","NPHISG","NEUROPATH","NACC Neuropathology Data Form","e2. Gallyas","dropdown","-4","0=0 No; 1=1 Yes","",""
"","NPHISMB","NEUROPATH","NACC Neuropathology Data Form","e1. Modified Bielschowsky","dropdown","-4","0=0 No; 1=1 Yes","",""
"","FAW3","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Omega-3 fatty acids","-4","-4","","mmol/l",""
"","NPHISO","NEUROPATH","NACC Neuropathology Data Form","e5. Other","dropdown","-4","0=0 No; 1=1 Yes","",""
"","NPHISOX","NEUROPATH","NACC Neuropathology Data Form","Specify:","text","-4","","",""
"","EXAMDATE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Examination Date","-4","-4","-4","-4",""
"","NPHISSS","NEUROPATH","NACC Neuropathology Data Form","e3. Other Silver stain","dropdown","-4","0=0 No; 1=1 Yes","",""
"","NPHIST","NEUROPATH","NACC Neuropathology Data Form","e4. Thioflavin","dropdown","-4","0=0 No; 1=1 Yes","",""
"","NPINF","NEUROPATH","NACC Neuropathology Data Form","a. Old infarcts observed grossly, including lacunes? (Check One)","dropdown","-4","0=0 No (SKIP TO QUESTION 12b); 1=1 Yes (COMPLETE QUESTIONS 12a1-12a4); 8=8 Not assessed (SKIP TO QUESTION 12b); 9=9 Missing/unknown (SKIP TO QUESTION 12b)","",""
"","NPINF1A","NEUROPATH","NACC Neuropathology Data Form","Number of infarcts -- Cerebral cortex","text","-4","","",""
"","ESTC","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Esterified cholesterol","-4","-4","","mmol/l",""
"","NPINF1B","NEUROPATH","NACC Neuropathology Data Form","Size of largest (greatest dimension in cm)","text","-4","","",""
"","NPINF1D","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","DHA.FA","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Ratio of 22:6 docosahexaenoic acid to total fatty acids","-4","-4","","%",""
"","NPINF1F","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","NPINF2A","NEUROPATH","NACC Neuropathology Data Form","Number of infarcts -- Subcortical cerebral white matter and peri-ventricular white matter","text","-4","","",""
"","DHA","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","22:6, docosahexaenoic acid","-4","-4","","mmol/l",""
"","NPINF2B","NEUROPATH","NACC Neuropathology Data Form","Size of largest (greatest dimension in cm)","text","-4","","",""
"","CREA","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Creatinine","-4","-4","","mmol/l",""
"","NPINF2D","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","CIT","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Citrate","-4","-4","","mmol/l",""
"","NPINF2F","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","NPINF3A","NEUROPATH","NACC Neuropathology Data Form","Number of infarcts -- Deep cerebral gray matter or internal capsule","text","-4","","",""
"","BOHBUT","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","3-hydroxybutyrate","-4","-4","","mmol/l",""
"","NPINF3B","NEUROPATH","NACC Neuropathology Data Form","Size of largest (greatest dimension in cm)","text","-4","","",""
"","APOB.APOA1","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Ratio of apolipoprotein B to apolipoprotein A-I","-4","-4","","",""
"","NPINF3D","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","NPINF3F","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","APOB","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Apolipoprotein B","-4","-4","","g/l",""
"","NPINF4A","NEUROPATH","NACC Neuropathology Data Form","Number of infarcts -- Brainstem or cerebellum","text","-4","","",""
"","APOA1","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Apolipoprotein A-I","-4","-4","","g/l",""
"","NPINF4B","NEUROPATH","NACC Neuropathology Data Form","Size of largest (greatest dimension in cm)","text","-4","","",""
"","ALB","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Albumin","-4","-4","","signal area",""
"","NPINF4D","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","NPINF4F","NEUROPATH","NACC Neuropathology Data Form","Size of next (greatest dimension in cm)","text","-4","","",""
"","NPLBOD","NEUROPATH","NACC Neuropathology Data Form","Is there evidence of Lewy body pathology? (Check One)","dropdown","-4","0=0 No; 1=1 Brainstem predominant; 2=2 Limbic (transitional); 3=3 Neocortical (diffuse); 4=4 Amygdala predominant; 5=5 Olfactory bulb; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPNLOSS","NEUROPATH","NACC Neuropathology Data Form","Neuron loss in the substantia nigra","dropdown","-4","0=0 None; 1=1 Mild; 2=2 Moderate; 3=3 severe; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOFTD","NEUROPATH","NACC Neuropathology Data Form","e. Other FTLD? (Check One)","dropdown","-4","0=0 No (SKIP TO QUESTION 18a); 1=1 Yes (COMPLETE QUESTIONS 17f1 - 17f5); 8=8 Not assessed (SKIP TO QUESTION 18a); 9=9 Missing/unknown (SKIP TO QUESTION 18a)","",""
"","NPOFTD1","NEUROPATH","NACC Neuropathology Data Form","f1. Atypical FTLD-U (aFTLD-U)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","ALA","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Alanine","-4","-4","","mmol/l",""
"","NPOFTD2","NEUROPATH","NACC Neuropathology Data Form","f2. NIFID (neuronal intermediate filament inclusions disease)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOFTD3","NEUROPATH","NACC Neuropathology Data Form","f3. BIBD (basophilic inclusion body disease)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","FORMVER","NEUROPATH","NACC Neuropathology Data Form","","","-4","","",""
"","NPOFTD4","NEUROPATH","NACC Neuropathology Data Form","f4. FTLD-UPS (ubiquitin-proteasome system [ubiquitin or p62 positive, tau/TDP-43/FUS negative inclusions])","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOFTD5","NEUROPATH","NACC Neuropathology Data Form","f5. FTLD-NOS (includes dementia lacking distinctive histology (DLDH) and FTLD with no inclusions (FTLD-NI) detected by tau, TDP-43, or ubiquitin/p62 IHC)","dropdown","-4","0=0 No; 1=1 Yes; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOLD","NEUROPATH","NACC Neuropathology Data Form","c. Old microinfarcts (not observed grossly)? (Check One)","dropdown","-4","0=0 No (SKIP TO QUESTION 12d); 1=1 Yes (COMPLETE QUESTIONS 12c1-12c4); 8=8 Not assessed (SKIP TO QUESTION 12d); 9=9 Missing/unknown (SKIP TO QUESTION 12d)","",""
"","NPOLD1","NEUROPATH","NACC Neuropathology Data Form","c1. Number in screening sections of cerebral cortex (gray matter of cerebral cortex)","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","THAL_AB_DX","NEUROPATH","NACC Neuropathology Data Form","-4","-4","","-4","-4","Archived"
"","NPOLD2","NEUROPATH","NACC Neuropathology Data Form","c2. Number in screening sections of subcortical white matter and periventricular white matter","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","ACACE","ADNINIGHTINGALE","ADMC Nightingale Platform  NMR Analysis of Lipoproteins and Metabolites [ADNI 1, GO, 2]","Acetoacetate","-4","-4","","mmol/l",""
"","NPOLD3","NEUROPATH","NACC Neuropathology Data Form","c3. Number in screening sections of subcortical gray matter","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOLD4","NEUROPATH","NACC Neuropathology Data Form","c4. Number in brainstem and cerebellum","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOLDD","NEUROPATH","NACC Neuropathology Data Form","d. Old cerebral microbleeds? (Check One) Include old hemorrahages that are greater than or equal to 5mn.","dropdown","-4","0=0 No (SKIP TO QUESTION 12e); 1=1 Yes (COMPLETE QUESTIONS 12d1-12d4); 8=8 Not assessed (SKIP TO QUESTION 12e); 9=9 Missing/unknown (SKIP TO QUESTION 12e)","",""
"","NPOLDD1","NEUROPATH","NACC Neuropathology Data Form","d1. Number in screening sections of cerebral cortex","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOLDD2","NEUROPATH","NACC Neuropathology Data Form","d2. Number in screening sections of subcortical white matter and periventricular white matter","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","RACE_OTH","NEUROPATH","NACC Neuropathology Data Form","Race Other Specified","text","","","","Archived"
"","NPOLDD3","NEUROPATH","NACC Neuropathology Data Form","d3. Number in screening sections of subcortical gray matter","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPOLDD4","NEUROPATH","NACC Neuropathology Data Form","d4. Number in brainstem and cerebellum","dropdown","-4","0=0; 1=1; 2=2; 3=3 or more; 8=8 Not assessed; 9=9 Missing/unknown","",""
"","NPPATH","NEUROPATH","NACC Neuropathology Data Form","g. Other pathologic changes related to ischemic or vascular disease not previously specified?","dropdown","-4","0=0 No (SKIP TO QUESTION 13); 1=1 Yes (COMPLETE QUESTIONS 12g1-12g12); 8=8 Not assessed (SKIP TO QUESTION 13); 9=9 Missing/unknown (SKIP TO QUESTION 13)","",""
